Ente,Unidade,Ano,Mes,Modalidade,Tipo,ProcessoLicitatorio,NumeroEdital,PublicacaoOficial,DataPublicacaoOficial,DataHomologacao,DataPublicacaoEdital,Objeto,Parecer,ValorEstimado,AdiadoSineDie,OrcamentoSigiloso,PercentualRecursosUniao
MACAE,PREFEITURA MACAE,2022,12,PREGÃO PRESENCIAL,MENOR PREÇO GLOBAL,300761,PP S001/2022,"DOU, EXPRESSO, O DIA, DOM E SITE",2022-12-08,2023-02-03,2022-11-11,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO E MANUTENÇÃO DE SERVIÇOS PAISAGISMO EM MACAÉ/RJ, COM FORNECIMENTO DE MÃO-DE-OBRA, MATERIAIS E EQUIPAMENTOS.",None,13934676.88,NÃO,NÃO,
MACAE,CAMARA MACAE,2022,11,PREGÃO PRESENCIAL,MENOR PREÇO GLOBAL,294970,PP 019/2022,DIÁRIO OFICIAL DO MUNICÍPIO (WWW.MACAE.RJ.GOV.BR),2022-11-29,2022-12-30,2022-11-12,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE ORNAMENTAÇÃO E ILUMINAÇÃO DE EVENTOS, NA MODALIDADE NATALINA, CONTEMPLANDO A LOCAÇÃO, MANUTENÇÃO, MONTAGEM E DESMONTAGEM DOS MATERIAIS",None,402026.37,NÃO,NÃO,
MACAE,CAMARA MACAE,2022,11,PREGÃO PRESENCIAL,MENOR PREÇO P/ITEM,296511,PP 020/2022,DIÁRIO OFICIAL DO MUNICÍPIO (WWW.MACAE.RJ.GOV.BR),2022-11-29,2022-12-21,2022-11-12,"EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS, SEM MOTORISTA, COM QUILOMETRAGEM LIVRE, SEGURO TOTAL SEM FRANQUIA E COM MANUTENÇÃO PREVENTIVA E CORRETIVA",None,1970238.72,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,293706,PE F124/2022,DOM - PUBLICAÇÕES,2022-12-01,2022-12-06,2022-11-18,"AQUISIÇÃO DE MEDICAMENTOS E INSUMOS PADRONIZADOS NA REMUME MACAÉ 2018/2019 VISANDO ATENDER ÀS NECESSIDADES DA CENTRAL DE ABASTECIMENTO FARMACÊUTICO, RESPONSÁVEL PELO ABASTECIMENTO DAS UNIDADES VINCULA",None,3607969.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,298732,PE 125/2022,DIÁRIO OFICIAL DA UNIÃO,2022-12-05,2022-12-12,2022-11-22,"AQUISIÇÃO DE VENTILADORES, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE EDUCAÇÃO BÁSICA",None,821171.52,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,299529,PE F 127/2022,DIÁRIO OFICIAL DA UNIÃO – DOU,2022-12-02,2023-02-07,2022-11-22,AQUISIÇÃO DE MEDICAMENTOS E INSUMOS PADRONIZADOS NA REMUME MACAÉ 2018/2019.,None,7896202.48,NÃO,NÃO,3.3
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,294027,RGP PE F128/2022,DOM - PUBLICAÇÕES,2022-12-19,2023-03-27,2022-11-23,"AQUISIÇÃO DE INSUMOS DO TIPO SACOS PLÁSTICOS DE LIXO, VISANDO ATENDER AS NECESSIDADES DE TODOS OS DISPOSITIVOS DA SECRETARIA MUNICIPAL DE SAÚDE",None,1913019.51,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,294030,PE F129/2022,DOM - PUBLICAÇÕES,2022-12-05,2022-12-06,2022-11-22,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA LOCAÇÃO DE UNIDADE MÓVEL ADAPTADA PARA A REALIZAÇÃO DE EXAMES DE ULTRASSONOGRAFIA, VISANDO O ATENDIMENTO AOS USUÁRIOS DA REDE MUNICIPAL DE SAÚDE -SEMUSA",None,575726.8,NÃO,NÃO,50.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,295818,RGP PE F126/2022,DIÁRIO OFICIAL DA UNIÃO – DOU,2022-12-07,2022-12-13,2022-11-23,AQUISIÇÃO DE CATETERES PARA HEMODINÂMICA E PRÓTESES VASCULARES.,None,141699.79,NÃO,NÃO,33.3
MACAE,PREFEITURA MACAE,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,295772,PE 126/2022 SRP,JORNAL DE GRANDE CIRCULAÇÃO LOCAL (JORNAL O DIA),2022-12-06,2022-12-06,2022-11-23,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE PRODUÇÃO E REALIZAÇÃO DE SHOWS, PARA EVENTUAIS E FUTURAS CONTRATAÇÕES DE ARTISTAS E BANDAS, PARA ATENDER ÀS NECESSIDADES DA SECRETARI",None,1134861.77,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,299089,PE S128/2022,"DOM, DOU, O DIA, PORTAL DA TRANSPARÊNCIA",2022-12-15,2022-12-22,2022-11-23,"AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL (EPI), VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE SERVIÇOS PÚBLICOS.",None,46231.81,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,296478,RGP PE F130/2022,DIÁRIO OFICIAL DA UNIÃO – DOU,2022-12-08,2023-01-02,2022-11-23,AQUISIÇÃO DE INSUMOS DO TIPO COPO DESCARTÁVEL.,None,470365.44,NÃO,NÃO,20.0
MACAE,FUNDO AMBIENTAL DE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,300683,PE 129/2022,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2022-12-08,2023-12-15,2022-11-23,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AQUISIÇÃO DE 01 (UM) KIT COMPOSTO DE SONÔMETRO PADRÃO NORMATIVO NBR10151 COM SOFTWARE DE ANÁLISE AVANÇADO DE DADOS COMPATÍVEL, E 01 (UM) CALIBRADOR SONORO QUE",None,43500.71,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,304751,PE S127/2022,"DOU, O DIA, DOM, SITE DO MUNICÍPIO",2022-12-07,2023-02-01,2022-11-23,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE LEVANTAMENTO TOPOGRÁFICO PLANIALTIMÉTRICO CADASTRAL, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE HABITAÇÃO.",None,317071.08,NÃO,NÃO,
MACAE,FUNDO AMBIENTAL DE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,299204,PE 130/2022,JORNAL DE GRANDE CIRCULAÇÃO LOCAL (JORNAL O DIA),2022-12-12,2023-02-07,2022-11-26,"AQUISIÇÃO E INSTALAÇÃO, COM MÃO DE OBRA E MATERIAL INCLUSOS, DE APARELHOS DE AR CONDICIONADO, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE AMBIENTE, SUSTENTABILIDADE E PROTEÇÃO ANIMAL",None,79674.48,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,294522,RGP PE F131/2022,DOM - PUBLICAÇÕES,2022-12-14,2022-12-19,2022-12-01,"AQUISIÇÃO DE ACESSÓRIOS PARA OS EQUIPAMENTOS HOSPITALARES (PLACA DE BISTURI DESCARTÁVEL ADULTO), BISTURI ELETRÔNICO MICROPROCESSADO DAS MARCAS WEM E DELTRONIX DE PROPRIEDADE DO HPM/SEMAMC, VISANDO ATE",None,80730.0,NÃO,NÃO,50.0
MACAE,PREFEITURA MACAE,2022,12,TOMADA DE PREÇOS,MENOR PREÇO GLOBAL,295391,TP S005/2022,"DOU, DOE, EXTRA, O DIA, DOM E SITE",2022-12-16,2022-12-16,2022-12-01,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA EXECUÇÃO DE OBRA DE CONTENÇÃO E ESTABILIZAÇÃO DE TALUDES - SITUADO NA RUA DELFIM MOREIRA, RESIDENCIAL BRISA DO VALE, BAIRRO AJUDA DE CIMA,",None,1637330.35,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,299698,RGP PE F132/2022,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2022-12-19,2023-02-09,2022-12-07,"AQUISIÇÃO DE INSUMOS DIVERSOS PARA USO EM CURATIVOS, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE - SEMUSA.",None,6441082.99,NÃO,NÃO,10.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,294845,RGP PE F133/2022,DOM - PUBLICAÇÕES,2022-12-20,2022-12-26,2022-12-08,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA INSUMOS HOSPITALARES DIVERSOS DO TIPO (DRENOS E FRASCOS), VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE ALTA E MÉDIA COMPLEXIDADE – SEMUS",None,2022812.5,NÃO,NÃO,60.0
MACAE,PREFEITURA MACAE,2022,8,CONCORRÊNCIA (LEI 8.666/93),MENOR PREÇO GLOBAL,294713,CP S015/2022,"DOU, DOERJ, EXPRESSO, DOM E SITE",2022-08-04,2022-10-05,2022-06-30,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA CONSTRUÇÃO DE BLOCOS DE GAVETAS, JAZIGOS, OSSÁRIO, DRENAGENS E PAVIMENTAÇÃO NO CEMITÉRIO MEMORIAL DA IGUALDADE, MACAÉ-RJ, COM FORNECIMENTO",None,5522200.77,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,295554,PE F 134/2022,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2022-12-21,2022-12-21,2022-12-08,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE CONTAINER VISANDO ATENDER AS NECESSIDADES DA COORDENADORIA ESPECIAL DE VIGILÂNCIA AMBIENTAL EM SAÚDE, VINCULADA À SECRETAR",None,29760.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,294897,RGP PE F136/2022,DOM - PUBLICAÇÕES,2022-12-22,2022-12-29,2022-12-09,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AQUISIÇÃO DE COLCHÕES E CAPAS PARA COLCHÃO, PARA ATENDER AS NECESSIDADES DOS DISPOSITIVOS DA REDE DE SAÚDE MUNICIPAL, VINCULADOS A SECRETARIA MUNICIPAL DE SAÚ",None,63620.2,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,294896,RGP PE F137/2022,DOM - PUBLICAÇÕES,2022-12-23,2023-01-13,2022-12-09,"AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES (CAMA FOWLER), PARA ATENDER AS NECESSIDADES DAS UNIDADES HOSPITALARES E UNIDADES DE URGÊNCIA/EMERGÊNCIA VINCULADAS À SECRETARIA MUNICIPAL ADJUNTA DE ALTA E MÉDIA",None,3706323.9,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,297118,PE 132/2022,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2022-12-23,2022-12-26,2022-12-09,"FORNECIMENTO DE COLETES EM BRIM, PARA IDENTIFICAÇÃO DOS SERVIDORES DA SECRETARIA MUNICIPAL DE POLÍTICAS PARA AS MULHERES – SEMPOM.",None,3848.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,295769,PE F 138/2022,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2022-12-23,2022-12-23,2022-12-12,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DO TIPO TREINAMENTO INTENSIVO DO MÉTODO THERASUIT.,None,270000.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,296653,PE F 135/2022,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2022-12-22,2022-12-26,2022-12-12,"AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES (BANHO-MARIA), COM GARANTIA DE 12 MESES, VISANDO ATENDER A NECESSIDADE DA SECRETARIA MUNICIPAL ADJUNTA DE ALTA E MÉDIA COMPLEXIDADE – SEMUSA.",None,4763.14,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,296735,PE S133/2022,DOU,2022-12-22,2022-12-27,2022-12-09,"AQUISIÇÃO DE TUBOS DE PVC E CONEXÕES PARA USO NO SISTEMA DE ABASTECIMENTO DE ÁGUA, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL AJUNTA DE SERVIÇOS PÚBLICOS.",None,4091281.44,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,297279,RGP PE F139/2022,DIÁRIO OFICIAL DA UNIÃO – DOU,2022-12-26,2023-01-23,2022-12-14,AQUISIÇÃO DE LUVAS DE PROCEDIMENTO CIRÚRGICAS E NÃO CIRÚRGICAS.,None,2411261.64,NÃO,NÃO,16.6
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,295167,PE F140/2022,DOM - PUBLICAÇÕES,2022-12-27,2022-12-29,2022-12-15,"PRESTAÇÃO DE SERVIÇOS ESPECIALIZADO EM LIMPEZA E HIGIENIZAÇÃO DOS RESERVATÓRIOS D’ÁGUA E ANÁLISE FÍSICO/QUÍMICO DA ÁGUA, VISANDO ATENDER ÀS NECESSIDADES DAS UNIDADES DE SAÚDE E SETORES ADMINISTRATIVOS",None,621200.34,NÃO,NÃO,70.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,295248,RGP PE F142/2022,DOM - PUBLICAÇÕES,2022-12-30,2023-01-04,2022-12-16,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AQUISIÇÃO DE MEDICAMENTOS, VISANDO ATENDER OS MANDADOS JUDICIAIS RECEBIDOS PELA SECRETARIA MUNICIPAL DE SAÚDE – SEMUSA.",None,11792058.19,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,308684,PE 134/2022,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2022-12-28,2023-06-14,2022-12-15,FORNECIMENTO DE MATERIAIS E EQUIPAMENTOS PARA ESTRUTURAÇÃO E AMPLIAÇÃO DA ESTAÇÃO DE RÁDIO COSTEIRA EM ATENDIMENTO A DEMANDA DA SECRETARIA MUNICIPAL ADJUNTA DE PESCA E AQUICULTURA.,None,118427.96,NÃO,NÃO,
MACAE,FUNDO AMBIENTAL DE MACAÉ,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,298674,PE SRP 135/2022,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2022-12-29,2022-12-29,2022-12-15,"AQUISIÇÃO DE MATERIAL DE CONSUMO, LIMPEZA E AFINS, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA MUNICIPAL DE AMBIENTE, SUSTENTABILIDADE E PROTEÇÃO ANIMAL.",None,53165.8,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,297310,PE SRP 136/2022,DIÁRIO OFICIAL DA UNIÃO,2022-12-30,2023-01-13,2022-12-19,"AQUISIÇÃO DE ÁGUA MINERAL NATURAL, SEM GÁS, ACONDICIONADA EM EMBALAGEM RETORNÁVEL, GALÃO DE 20 LITROS (REPOSIÇÃO) E GARRAFA DE 500 ML PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE ED",None,965023.56,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,296766,PE SRP 131/2022,DIÁRIO OFICIAL DA UNIÃO,2022-12-23,2022-12-23,2022-12-07,"CONTRATAÇÃO DE PESSOA JURÍDICA PARA EVENTUAL AQUISIÇÃO DE UNIFORMES, PARA ATENDER A DEMANDA DO PROGRAMA NOVA VIDA, POR UM PERÍODO DE 12 MESES, VINCULADO A SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIA",None,62918.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,11,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,299500,PE SRP 011/2022,DOU,2022-11-03,2022-11-07,2022-10-20,"REGISTRO DE PREÇOS COM VISTAS A EVENTUAL CONTRATAÇÃO DE LICENÇAS DE SOFTWARES DE DESIGN GRÁFICO, COM DIREITO DE ATUALIZAÇÃO E SUPORTE CONFORME ESPECIFICAÇÕES E QUANTIDADES INDICADAS NESTE EDITAL E SEU",None,1514375.95,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,12,TOMADA DE PREÇOS,MENOR PREÇO GLOBAL,299998,TP S006/2022,DOU,2022-12-29,2023-01-25,2022-12-12,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA REFORMA DA UNIDADE DE PRONTO ATENDIMENTO (UPA), SITUADA NO BAIRRO BARRA, MACAÉ -RJ, COM FORNECIMENTO DE MATERIAL, MÃO DE OBRA E EQUIPAMENT",None,673842.99,NÃO,NÃO,
MACAE,FUNDO MUN ASSIST SOCIAL MACAÉ,2022,10,CONCORRÊNCIA (LEI 8.666/93),MENOR PREÇO GLOBAL,311673,CP S024/2022,"DOU, DOE, EXPRESSO, O DIA E SITE PMM",2022-10-27,2023-01-30,2022-09-21,"CONTRATAÇÃO DE EMPRESA DE CONSTRUÇÃO CIVIL PARA EXECUÇÃO DE SERVIÇOS DE MANUTENÇÃO NAS UNIDADES DE DESENVOLVIMENTO SOCIAL, PARA ATENDIMENTO AO MUNICÍPIO DE MACAÉ-RJ. OBS.: O EDITAL FOI ENVIADO DESDE 2",None,2860923.7,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,314382,PE F 229/2023,PORTAL DA TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2023-12-29,2024-01-05,2023-12-15,"AQUISIÇÃO DE MEDICAMENTO PARA SUPRIR A NECESSIDADE DA CAF (CENTRAL DE ABASTECIMENTO FARMACÊUTICO) E GARANTIR O CICLO DA ASSISTÊNCIA FARMACÊUTICA AOS USUÁRIOS DO SUS NO ÂMBITO DO MUNICÍPIO DE MACAÉ, BE",None,6654073.5,NÃO,NÃO,50.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,313845,PE F221/2023,DOU,2023-12-21,2024-01-05,2023-12-06,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PARA ATENDIMENTOS FISIOTERAPÊUTICOS, VISANDO ATENDER ÀS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE ATENÇÃO BÁSICA – SEMUSA.",None,299606.45,NÃO,NÃO,50.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,313677,PE F220/2023,DOU,2023-12-20,2023-12-29,2023-12-06,"AQUISIÇÃO DE VEÍCULOS DE TRANSPORTE 0 (ZERO) QUILÔMETRO PLOTADO, VISANDO ATENDER AS NECESSIDADES DA COORDENADORIA ESPECIAL DE VIGILÂNCIA AMBIENTAL EM SAÚDE, VINCULADA À SECRETARIA MUNICIPAL ADJUNTA DE",None,369975.0,NÃO,NÃO,33.3
MACAE,PREFEITURA MACAE,2023,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,317458,PE 107/2023,DIÁRIO OFICIAL DO MUNICÍPIO DE MACAÉ,2023-12-20,2023-12-20,2023-12-06,"AQUISIÇÃO DE VENTILADORES QUE VISA ATENDER DEMANDA APRESENTADA PELA ESCOLA MUNICIPAL MARIA JOSÉ GUEDES - EMART, VINCULADA A SECRETARIA MUNICIPAL DE CULTURA,.",None,6335.2,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2023,12,TOMADA DE PREÇOS,MENOR PREÇO GLOBAL,315427,TP S008/2023,DOU,2023-12-27,2024-02-01,2023-12-07,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA DAS INSTALAÇÕES ELÉTRICAS DO CEMITÉRIO MEMORIAL DA IGUALDADE LOCALIZADO NA VIRGEM SANTA, MACAÉ/RJ, COM FORNECIMENTO DE MÃO DE OBRA, MATERIAIS E EQUIPA",None,818090.45,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2023,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,313606,PE F106/2023,DOU,2023-12-19,2023-12-21,2023-12-05,"O OBJETO DESTA LICITAÇÃO TRATA-SE DE AQUISIÇÃO DO LIVRO PEQUENO MANUAL ANTIRRACISTA, DA AUTORA DJAMILA RIBEIRO, COM A TEMÁTICA ANTIRRACISTA, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE",None,235521.0,NÃO,NÃO,
MACAE,CAMARA MACAE,2023,12,PREGÃO PRESENCIAL,MENOR PREÇO P/ITEM,316085,PP 016/2023,DIÁRIO OFICIAL DO MUNICÍPIO (WWW.MACAE.RJ.GOV.BR),2023-12-12,2024-01-16,2023-11-30,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE BUFFET DE CAFÉ DA MANHÃ PARA GUARNECER AS SESSÕES ORDINÁRIAS E EXTRAORDINÁRIAS DA CÂMARA MUNICIPAL DE MACAÉ.,None,119158.4,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,314172,PE F 216/2023,DIÁRIO OFICIAL DA UNIÃO – DOU,2023-12-15,2023-12-21,2023-11-30,"AQUISIÇÃO DE VEÍCULO FURGÃO TIPO VAN PARA PASSAGEIROS ADAPTADA COM ACESSIBILIDADE/PESSOA COM DEFICIÊNCIA FÍSICA OU MOBILIDADE REDUZIDA, VISANDO ATENDER ÀS NECESSIDADES/TRANSPORTE SANITÁRIO, DA DIVISÃO",None,433000.0,NÃO,NÃO,50.0
MACAE,PREFEITURA MACAE,2023,12,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,313633,RGP PE105/2023,DOU,2023-12-13,2024-03-01,2023-11-30,"O OBJETO DESTA LICITAÇÃO TRATA-SE DO REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE IMPLANTAÇÃO, MANUTENÇÃO PREVENTIVA E CORRETIVA DA TELEFONIA INTERNA DA PREFEITURA MUNIC",None,2713850.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,313688,RGP PE217/2023,DOU,2023-12-18,2023-12-29,2023-11-30,"O OBJETO DESTA LICITAÇÃO TRATA-SE DO REGISTRO DE PREÇOS PARA PRESTAÇÃO DE SERVIÇOS DE ATENDIMENTO MÉDICO (COM DISPONIBILIZAÇÃO DE ESTRUTURA FÍSICA, EQUIPAMENTOS E INSUMOS) E DE REMOÇÃO EM AMBULÂNCIA T",None,9415625.48,NÃO,NÃO,50.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,313440,PE F218/2023,DOU,2023-12-14,2023-12-14,2023-11-30,"O OBJETO DESTA LICITAÇÃO TRATA-SE DA PRESTAÇÃO DE SERVIÇOS DE COLONOSCOPIA E ENDOSCOPIA, VISANDO ATENDER AS DEMANDAS DOS PACIENTES DO SERVIÇO DE CONTROLE, AVALIAÇÃO E AUDITORIA MUNICIPAL – SEMUSA.",None,9312291.5,NÃO,NÃO,50.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,313938,PE F219/2023,DOU - PUBLICAÇÕES,2023-12-13,2023-12-15,2023-12-01,"AQUISIÇÃO DE MEDICAMENTO PARA SUPRIR A NECESSIDADE DA CAF (CENTRAL DE ABASTECIMENTO FARMACÊUTICO) E GARANTIR O CICLO DA ASSISTÊNCIA FARMACÊUTICA AOS USUÁRIOS DO SUS NO ÂMBITO DO MUNICÍPIO DE MACAÉ, BE",None,215047.98,NÃO,NÃO,50.0
MACAE,CAMARA MACAE,2023,12,PREGÃO PRESENCIAL,MENOR PREÇO P/ITEM,315976,PP 017/2023,DIÁRIO OFICIAL DO MUNICÍPIO (WWW.MACAE.RJ.GOV.BR),2023-12-19,2024-01-16,2023-12-07,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO EVENTUAL FORNECIMENTO DE MATERIAL DE CONSUMO (LIMPEZA) PARA ATENDER AS NECESSIDADES DA CÂMARA MUNICIPAL DE MACAÉ.,None,324348.6,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2023,12,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,313267,PE F223/2023,DOM - PUBLICAÇÕES,2023-12-22,2023-12-27,2023-12-12,"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS AUTOMOTORES PARA ATENDER AS NECESSIDADES DA DIVISÃO ESPECIAL DE TRANSPORTES, VINCULADA À SECRETARIA MUNICIPAL DE SAÚDE – SEMUSA.",None,2170217.0,NÃO,NÃO,
